protein_name,trimester,.y.,group1,group2,n1,n2,statistic,p,p.adj,p.adj.signif
PYY,Third,log2rfu,Control,sPTD,260,62,-9.20234472861226,3.5022270741877566e-20,1.0506681222563269e-19,****
BST1,Third,log2rfu,Control,sPTD,260,62,-9.195676038908195,3.72643925190026e-20,1.117931775570078e-19,****
PDE5A,Second,log2rfu,Control,sPTD,306,62,-9.12813194269805,6.969140917056956e-20,2.090742275117087e-19,****
METAP1,Third,log2rfu,Control,sPTD,260,62,9.109374252877661,8.285848098614507e-20,2.4857544295843523e-19,****
CD70,Second,log2rfu,Control,sPTD,306,62,-9.101693257784623,8.893430908188506e-20,2.6680292724565517e-19,****
TFPI,Second,log2rfu,Control,sPTD,306,62,9.079449848752024,1.0912502480600052e-19,3.273750744180016e-19,****
ABL2,Second,log2rfu,Control,sPTD,306,62,9.057438728484644,1.335495206792038e-19,4.0064856203761137e-19,****
AMHR2,Second,log2rfu,Control,sPTD,306,62,9.034449179781966,1.6483044070520756e-19,4.944913221156226e-19,****
STK16,Third,log2rfu,Control,sPTD,260,62,-8.94094326878785,3.858624406588955e-19,1.1575873219766866e-18,****
RGMA,Second,log2rfu,Control,sPTD,306,62,8.922633815072224,4.553282495512797e-19,1.365984748653839e-18,****
EDAR,Second,log2rfu,Control,sPTD,306,62,8.914003935491856,4.922207683149874e-19,1.4766623049449624e-18,****
C9,Second,log2rfu,Control,sPTD,306,62,-8.860119981015742,7.992836979559978e-19,2.3978510938679934e-18,****
MATN2,Third,log2rfu,Control,sPTD,260,62,-8.825777978018634,1.0870148709691017e-18,3.2610446129073052e-18,****
PAK3,Third,log2rfu,Control,sPTD,260,62,-8.82164264529712,1.1279271828961792e-18,3.3837815486885377e-18,****
C1QBP,Second,log2rfu,Control,sPTD,306,62,8.788131580959934,1.5206780313751942e-18,4.5620340941255825e-18,****
LCK,Third,log2rfu,Control,sPTD,260,62,8.785551622108223,1.5559907161537841e-18,4.667972148461353e-18,****
ASAH2,Third,log2rfu,Control,sPTD,260,62,-8.751220909469698,2.110567570922697e-18,6.3317027127680916e-18,****
BGN,Second,log2rfu,Control,sPTD,306,62,-8.730186092619322,2.542539297595931e-18,7.627617892787792e-18,****
FST,Third,log2rfu,Control,sPTD,260,62,8.71558626309016,2.8925785645329474e-18,8.677735693598843e-18,****
CD22,Second,log2rfu,Control,sPTD,306,62,8.69798946194999,3.3781590165464964e-18,1.013447704963949e-17,****
BMPER,Second,log2rfu,Control,sPTD,306,62,8.6605909707505635,4.6932472411613245e-18,1.4079741723483975e-17,****
HDAC8,Second,log2rfu,Control,sPTD,306,62,-8.652158184667954,5.0534532707693435e-18,1.516035981230803e-17,****
GRN,Second,log2rfu,Control,sPTD,306,62,8.649863453229779,5.156108721658677e-18,1.546832616497603e-17,****
ESAM,Second,log2rfu,Control,sPTD,306,62,8.646660683891225,5.302835075125882e-18,1.5908505225377644e-17,****
PPID,Second,log2rfu,Control,sPTD,306,62,-8.637728125010732,5.7341877949549644e-18,1.7202563384864894e-17,****
FAM107B,Second,log2rfu,Control,sPTD,306,62,-8.634891386453726,5.878286265983981e-18,1.7634858797951942e-17,****
OLR1,Third,log2rfu,Control,sPTD,260,62,-8.599452335827614,8.009739993322761e-18,2.4029219979968283e-17,****
UFM1,Third,log2rfu,Control,sPTD,260,62,8.559281862791815,1.1357273861793884e-17,3.4071821585381653e-17,****
PDK1,Third,log2rfu,Control,sPTD,260,62,-8.530278650866595,1.4599562491887886e-17,4.379868747566366e-17,****
KIF23,Third,log2rfu,Control,sPTD,260,62,8.50182495387509,1.8663309603426135e-17,5.59899288102784e-17,****
LRIG3,Second,log2rfu,Control,sPTD,306,62,-8.499269942836314,1.907867673650515e-17,5.723603020951545e-17,****
FCAR,Second,log2rfu,Control,sPTD,306,62,-8.493772442059587,2.0003578348101036e-17,6.001073504430311e-17,****
BCAM,Second,log2rfu,Control,sPTD,306,62,8.404432775147653,4.299344849725437e-17,1.289803454917631e-16,****
GP1BA,Second,log2rfu,Control,sPTD,306,62,-8.361719798562277,6.181050854695522e-17,1.8543152564086568e-16,****
SPHK2,Second,log2rfu,Control,sPTD,306,62,-8.31503679580779,9.172380682129872e-17,2.7517142046389615e-16,****
BCAM,Third,log2rfu,Control,sPTD,260,62,-8.288343059033101,1.1483695790667433e-16,3.44510873720023e-16,****
CAMK1D,Second,log2rfu,Control,sPTD,306,62,8.235164655841695,1.7931084300747372e-16,5.379325290224212e-16,****
JAG1,Third,log2rfu,Control,sPTD,260,62,-8.218862018261701,2.054432466876119e-16,6.163297400628357e-16,****
TYK2,Second,log2rfu,Control,sPTD,306,62,8.197787281802743,2.4485213169052393e-16,7.345563950715718e-16,****
PRL,Third,log2rfu,Control,sPTD,260,62,-8.196397102666445,2.476991230754338e-16,7.430973692263015e-16,****
DKK1,Second,log2rfu,Control,sPTD,306,62,8.195802268718188,2.489272473164079e-16,7.467817419492237e-16,****
LGMN,Third,log2rfu,Control,sPTD,260,62,8.182435697825115,2.7816318798853765e-16,8.34489563965613e-16,****
RASA1,Third,log2rfu,Control,sPTD,260,62,-8.17278658814158,3.013467669251561e-16,9.040403007754684e-16,****
PDE9A,Second,log2rfu,Control,sPTD,306,62,8.158087020111655,3.4037226593378716e-16,1.0211167978013615e-15,****
CRP,Second,log2rfu,Control,sPTD,306,62,-8.144670584157183,3.8031585399286127e-16,1.1409475619785838e-15,****
ERBB4,Third,log2rfu,Control,sPTD,260,62,-8.14241424578829,3.874729239560105e-16,1.1624187718680316e-15,****
HCK,Second,log2rfu,Control,sPTD,306,62,8.102225091604478,5.396298150680048e-16,1.6188894452040145e-15,****
TBK1,Third,log2rfu,Control,sPTD,260,62,8.08934414252885,5.998685941127446e-16,1.7996057823382335e-15,****
PAK6,Second,log2rfu,Control,sPTD,306,62,-8.062531868966879,7.473025505645331e-16,2.2419076516935994e-15,****
SHC1,Second,log2rfu,Control,sPTD,306,62,-8.061236683124475,7.552643470818164e-16,2.265793041245449e-15,****
LYN,Second,log2rfu,Control,sPTD,306,62,-7.993049371953982,1.3164137920445042e-15,3.949241376133513e-15,****
FCN1,Third,log2rfu,Control,sPTD,260,62,7.985150522809057,1.4035093992131997e-15,4.210528197639599e-15,****
ERBB3,Second,log2rfu,Control,sPTD,306,62,7.968314137985458,1.6085355624859158e-15,4.825606687457747e-15,****
PPIB,Third,log2rfu,Control,sPTD,260,62,-7.947485465318501,1.9033533031964686e-15,5.710059909589406e-15,****
CBX5,Third,log2rfu,Control,sPTD,260,62,-7.91729939921393,2.4272478468198163e-15,7.281743540459448e-15,****
RELT,Second,log2rfu,Control,sPTD,306,62,-7.912008749108325,2.532685889596465e-15,7.598057668789395e-15,****
NID2,Third,log2rfu,Control,sPTD,260,62,7.907231167970782,2.631766525861833e-15,7.895299577585499e-15,****
RBM39,Third,log2rfu,Control,sPTD,260,62,-7.8889947232213995,3.046304020637357e-15,9.13891206191207e-15,****
PDE3A,Second,log2rfu,Control,sPTD,306,62,7.858441552039321,3.889421319419643e-15,1.1668263958258928e-14,****
ASGR1,Third,log2rfu,Control,sPTD,260,62,-7.811364096568636,5.65723287445138e-15,1.6971698623354138e-14,****
PDE7A,Third,log2rfu,Control,sPTD,260,62,7.775654939689607,7.505804737637813e-15,2.251741421291344e-14,****
BMPR1A,Second,log2rfu,Control,sPTD,306,62,7.575710929506647,3.571662915052597e-14,1.0714988745157791e-13,****
PIM1,Third,log2rfu,Control,sPTD,260,62,7.5725952009633275,3.658409272489955e-14,1.0975227817469864e-13,****
OMD,Third,log2rfu,Control,sPTD,260,62,-7.5046323116189715,6.160126257379759e-14,1.8480378772139279e-13,****
RSPO2,Second,log2rfu,Control,sPTD,306,62,7.4795785759755855,7.456132041477231e-14,2.2368396124431694e-13,****
CRTAM,Second,log2rfu,Control,sPTD,306,62,-7.471694836065296,7.916843710766568e-14,2.3750531132299705e-13,****
ABL1,Second,log2rfu,Control,sPTD,306,62,-7.442384217327406,9.888411744196022e-14,2.9665235232588067e-13,****
DLL4,Second,log2rfu,Control,sPTD,306,62,-7.434965054947547,1.0459560990944491e-13,3.1378682972833473e-13,****
HINT1,Third,log2rfu,Control,sPTD,260,62,7.426685015343388,1.1135310340217619e-13,3.3405931020652856e-13,****
RTN4,Second,log2rfu,Control,sPTD,306,62,7.380278648373422,1.5795858738523223e-13,4.738757621556967e-13,****
ING1,Second,log2rfu,Control,sPTD,306,62,-7.332673529611572,2.25606059393529e-13,6.76818178180587e-13,****
IL22RA1,Third,log2rfu,Control,sPTD,260,62,7.311789825134811,2.636072115539267e-13,7.908216346617801e-13,****
SBDS,Second,log2rfu,Control,sPTD,306,62,-7.296584302361535,2.9516493663341163e-13,8.854948099002349e-13,****
ALCAM,Third,log2rfu,Control,sPTD,260,62,-7.278688535737821,3.3708090693503503e-13,1.011242720805105e-12,****
OSM,Third,log2rfu,Control,sPTD,260,62,-7.241349461682519,4.442420776602603e-13,1.3327262329807809e-12,****
ROBO3,Second,log2rfu,Control,sPTD,306,62,-7.1287028765933655,1.013191787011706e-12,3.039575361035118e-12,****
CD22,Third,log2rfu,Control,sPTD,260,62,7.07244347315848,1.5222900302196116e-12,4.566870090658835e-12,****
HCK,Third,log2rfu,Control,sPTD,260,62,-7.066277729325952,1.5914475272212092e-12,4.7743425816636276e-12,****
MIF,Second,log2rfu,Control,sPTD,306,62,7.005920666544135,2.4536692639243404e-12,7.361007791773021e-12,****
PLCG1,Second,log2rfu,Control,sPTD,306,62,6.931264465215114,4.1709545598822706e-12,1.2512863679646812e-11,****
CDC37,Second,log2rfu,Control,sPTD,306,62,6.904466788573627,5.039234454196037e-12,1.511770336258811e-11,****
CCL28,Second,log2rfu,Control,sPTD,306,62,6.864555355277797,6.66986738699937e-12,2.000960216099811e-11,****
EPHA3,Second,log2rfu,Control,sPTD,306,62,-6.83340050452518,8.292501754430479e-12,2.4877505263291437e-11,****
TFF3,Third,log2rfu,Control,sPTD,260,62,-6.82771373759423,8.627852798514141e-12,2.5883558395542425e-11,****
BMPER,Third,log2rfu,Control,sPTD,260,62,-6.82283329987785,8.926221689992346e-12,2.677866506997704e-11,****
PDE7A,Second,log2rfu,Control,sPTD,306,62,6.75541483089476,1.4242715420325517e-11,4.272814626097655e-11,****
PTK6,Third,log2rfu,Control,sPTD,260,62,-6.742371274244589,1.5582228008059178e-11,4.674668402417754e-11,****
BPI,Third,log2rfu,Control,sPTD,260,62,-6.72452600961751,1.7616495132852563e-11,5.284948539855769e-11,****
PPIB,Second,log2rfu,Control,sPTD,306,62,6.720881234466305,1.8062877945140717e-11,5.418863383542215e-11,****
IDE,Second,log2rfu,Control,sPTD,306,62,-6.705972519171674,2.0006937490887717e-11,6.002081247266314e-11,****
PDE3A,Third,log2rfu,Control,sPTD,260,62,6.698512531484198,2.1055167099139084e-11,6.316550129741726e-11,****
PDE9A,Third,log2rfu,Control,sPTD,260,62,-6.588730624302899,4.4360278291388525e-11,1.3308083487416558e-10,****
RASA1,Second,log2rfu,Control,sPTD,306,62,6.566514791401488,5.150653333420982e-11,1.5451960000262948e-10,****
FGF23,Third,log2rfu,Control,sPTD,260,62,-6.548997900451588,5.792444584313649e-11,1.7377333752940947e-10,****
SHBG,Third,log2rfu,Control,sPTD,260,62,-6.531925682256684,6.49293747746386e-11,1.947881243239158e-10,****
HINT1,Second,log2rfu,Control,sPTD,306,62,6.510364261701165,7.496878597305725e-11,2.2490635791917177e-10,****
DBNL,Second,log2rfu,Control,sPTD,306,62,-6.492224620854012,8.457802591818874e-11,2.537340777545662e-10,****
ENPP7,Second,log2rfu,Control,sPTD,306,62,6.4825951956778765,9.015816160893668e-11,2.7047448482681e-10,****
C6,Second,log2rfu,Control,sPTD,306,62,-6.478033889015496,9.292548583331168e-11,2.7877645749993505e-10,****
ZAP70,Third,log2rfu,Control,sPTD,260,62,-6.448119997958956,1.1324608853953898e-10,3.39738265618617e-10,****
BPI,Second,log2rfu,Control,sPTD,306,62,-6.445027767194659,1.1557925418609224e-10,3.4673776255827673e-10,****
HRG,Third,log2rfu,Control,sPTD,260,62,6.414841746125685,1.4096922175959684e-10,4.2290766527879056e-10,****
TEC,Second,log2rfu,Control,sPTD,306,62,-6.38872237831753,1.6727743151793988e-10,5.018322945538196e-10,****
FCRL3,Second,log2rfu,Control,sPTD,306,62,-6.32368152405766,2.5540384954901374e-10,7.662115486470412e-10,****
CRP,Third,log2rfu,Control,sPTD,260,62,-6.283051300158484,3.3199144862555505e-10,9.95974345876665e-10,****
PAK3,Second,log2rfu,Control,sPTD,306,62,6.258401341979086,3.889438235789629e-10,1.1668314707368886e-9,****
MIA,Third,log2rfu,Control,sPTD,260,62,-6.175532649399096,6.594077725071677e-10,1.978223317521503e-9,****
PIM1,Second,log2rfu,PPROM,sPTD,4,62,6.111084769156195,9.895618270997732e-10,1.9791236541995464e-9,****
MATN3,Second,log2rfu,Control,sPTD,306,62,-6.137174762751438,8.400196092948012e-10,2.5200588278844037e-9,****
ADAM12,Third,log2rfu,Control,sPTD,260,62,6.121922345018375,9.245308237373665e-10,2.7735924712120994e-9,****
PSME3,Third,log2rfu,Control,sPTD,260,62,-6.112086959086125,9.833657110395592e-10,2.9500971331186775e-9,****
ACE2,Third,log2rfu,Control,sPTD,260,62,-6.102586870401564,1.0436535267825348e-9,3.1309605803476047e-9,****
RSPO2,Third,log2rfu,Control,sPTD,260,62,6.102447163215024,1.0445664632130702e-9,3.1336993896392107e-9,****
NR1D1,Second,log2rfu,PPROM,sPTD,4,62,-6.034180119739418,1.5977177751224745e-9,3.195435550244949e-9,****
MAPKAPK3,Second,log2rfu,PPROM,sPTD,4,62,-6.018043227328714,1.7653805650955417e-9,3.5307611301910835e-9,****
HIPK3,Second,log2rfu,PPROM,sPTD,4,62,6.014554169510183,1.8038244274313415e-9,3.607648854862683e-9,****
EDA,Second,log2rfu,Control,sPTD,306,62,6.047293088720676,1.4729965407395498e-9,4.418989622218649e-9,****
TBK1,Second,log2rfu,Control,sPTD,306,62,5.974305143069096,2.310729377359615e-9,6.932188132078846e-9,****
MAPKAPK3,Third,log2rfu,Control,sPTD,260,62,5.9681047326404055,2.4002528880669977e-9,7.200758664200993e-9,****
IDE,Third,log2rfu,Control,sPTD,260,62,5.962507131366462,2.483968071733715e-9,7.451904215201145e-9,****
PRL,Second,log2rfu,PPROM,sPTD,4,62,5.876445630860018,4.191689890452671e-9,8.383379780905341e-9,****
RBM39,Second,log2rfu,PPROM,sPTD,4,62,-5.870339779677589,4.349028951900247e-9,8.698057903800494e-9,****
BTK,Second,log2rfu,Control,sPTD,306,62,5.892440950964952,3.805320959488645e-9,1.1415962878465935e-8,****
SSRP1,Third,log2rfu,PPROM,sPTD,4,62,5.79545974409833,6.8134270581456445e-9,1.3626854116291289e-8,****
FGFR4,Second,log2rfu,PPROM,sPTD,4,62,-5.795325036579183,6.818898480737437e-9,1.3637796961474875e-8,****
FETUB,Second,log2rfu,PPROM,sPTD,4,62,-5.786602392032856,7.182431351026353e-9,1.4364862702052706e-8,****
FGFR4,Third,log2rfu,PPROM,sPTD,4,62,-5.751175279795363,8.862517084965097e-9,1.7725034169930194e-8,****
LBP,Third,log2rfu,Control,sPTD,260,62,-5.8169974396812645,5.991405924051164e-9,1.7974217772153493e-8,****
NR1D1,Third,log2rfu,PPROM,sPTD,4,62,-5.727457383183663,1.0194703654105336e-8,2.038940730821067e-8,****
GREM1,Third,log2rfu,PPROM,sPTD,4,62,-5.725798789015011,1.0294818087690099e-8,2.0589636175380198e-8,****
FETUB,Third,log2rfu,PPROM,sPTD,4,62,-5.72314503834517,1.045699186304926e-8,2.091398372609852e-8,****
CSK,Second,log2rfu,PPROM,sPTD,4,62,-5.706644817024865,1.1522487528565583e-8,2.3044975057131165e-8,****
SSRP1,Second,log2rfu,PPROM,sPTD,4,62,5.704028023660968,1.1700882728379547e-8,2.3401765456759094e-8,****
FGF23,Second,log2rfu,PPROM,sPTD,4,62,-5.701701985115281,1.1861707208885106e-8,2.3723414417770212e-8,****
GFAP,Second,log2rfu,PPROM,sPTD,4,62,-5.695886888751064,1.227322290922232e-8,2.454644581844464e-8,****
STAB2,Third,log2rfu,Control,sPTD,260,62,5.70637728938074,1.1540603754602389e-8,3.462181126380717e-8,****
FGF7,Second,log2rfu,Control,sPTD,306,62,5.692257308725082,1.2537072747203315e-8,3.761121824160994e-8,****
GFAP,Third,log2rfu,PPROM,sPTD,4,62,-5.609697197209481,2.026809298112007e-8,4.053618596224014e-8,****
TBP,Second,log2rfu,PPROM,sPTD,4,62,5.603717611378216,2.098024199190885e-8,4.19604839838177e-8,****
GDF2,Second,log2rfu,PPROM,sPTD,4,62,5.593831947559046,2.2211195233707175e-8,4.442239046741435e-8,****
OSM,Second,log2rfu,Control,sPTD,306,62,5.630524809606136,1.796620940426628e-8,5.389862821279884e-8,****
TNFSF18,Second,log2rfu,Control,sPTD,306,62,5.617502560647179,1.9373730408001426e-8,5.812119122400428e-8,****
TBP,Third,log2rfu,PPROM,sPTD,4,62,5.527430926444421,3.2495410067786e-8,6.4990820135572e-8,****
GPNMB,Third,log2rfu,Control,sPTD,260,62,-5.590653169865374,2.262170329324611e-8,6.786510987973832e-8,****
BGN,Third,log2rfu,PPROM,sPTD,4,62,-5.475019350715066,4.3746380425579934e-8,8.749276085115987e-8,****
GCKR,Second,log2rfu,PPROM,sPTD,4,62,5.46589982754626,4.605643904028249e-8,9.211287808056498e-8,****
CBX5,Second,log2rfu,Control,sPTD,306,62,5.531217842950482,3.180150845591783e-8,9.540452536775349e-8,****
PSME1,Second,log2rfu,Control,sPTD,306,62,5.507974888322119,3.6298517014363324e-8,1.0889555104308998e-7,****
CHST2,Second,log2rfu,PPROM,sPTD,4,62,5.429991607497216,5.635670214058783e-8,1.1271340428117567e-7,****
FST,Second,log2rfu,Control,sPTD,306,62,5.492341150517878,3.966402603346285e-8,1.1899207810038855e-7,****
DLL4,Third,log2rfu,PPROM,sPTD,4,62,-5.3249165784522035,1.0099938095511066e-7,2.0199876191022133e-7,****
PDE5A,Third,log2rfu,Control,sPTD,260,62,5.351185738327375,8.737977805574339e-8,2.621393341672302e-7,****
ABL2,Third,log2rfu,Control,sPTD,260,62,-5.333871361009141,9.614064423152181e-8,2.8842193269456543e-7,****
ESAM,Third,log2rfu,Control,sPTD,260,62,5.282822355048278,1.2720872973827122e-7,3.816261892148137e-7,****
AREG,Second,log2rfu,Control,sPTD,306,62,5.261122321434744,1.4317873807823105e-7,4.295362142346932e-7,****
MICA,Second,log2rfu,PPROM,sPTD,4,62,-5.1715105741077485,2.3220912952840724e-7,4.644182590568145e-7,****
HTRA2,Second,log2rfu,Control,sPTD,306,62,-5.244108929146205,1.5703940670879468e-7,4.7111822012638404e-7,****
FST,Third,log2rfu,PPROM,sPTD,4,62,5.165857397678627,2.393392202732517e-7,4.786784405465034e-7,****
PAK6,Second,log2rfu,PPROM,sPTD,4,62,-5.162933306970527,2.4310977539091776e-7,4.862195507818355e-7,****
TLR2,Third,log2rfu,Control,sPTD,260,62,5.221099720035936,1.7786372751336806e-7,5.335911825401042e-7,****
PDK1,Third,log2rfu,PPROM,sPTD,4,62,-5.140480906898275,2.7403617115955477e-7,5.480723423191095e-7,****
ALCAM,Second,log2rfu,Control,sPTD,306,62,5.215614840613309,1.8320850997179897e-7,5.496255299153969e-7,****
DKK3,Second,log2rfu,Control,sPTD,306,62,5.2012551714910025,1.9794710536291304e-7,5.938413160887391e-7,****
GNS,Third,log2rfu,Control,sPTD,260,62,-5.188128824013047,2.1241764364229489e-7,6.372529309268846e-7,****
RBM39,Third,log2rfu,PPROM,sPTD,4,62,-5.0975233179302295,3.4412603787119866e-7,6.882520757423973e-7,****
LCK,Third,log2rfu,PPROM,sPTD,4,62,5.08243011099551,3.7263643714291015e-7,7.452728742858203e-7,****
AURKB,Second,log2rfu,Control,sPTD,306,62,5.115716593464386,3.1255205685768203e-7,9.376561705730461e-7,****
DKK1,Second,log2rfu,PPROM,sPTD,4,62,5.0334020354575815,4.818511065632692e-7,9.637022131265383e-7,****
PIM1,Third,log2rfu,PPROM,sPTD,4,62,5.027530644013181,4.968361105779578e-7,9.936722211559155e-7,****
NANOG,Third,log2rfu,Control,sPTD,260,62,-5.089858789002453,3.583302570104104e-7,1.0749907710312311e-6,****
LRP8,Third,log2rfu,PPROM,sPTD,4,62,-5.0101154052423515,5.439740504258229e-7,1.0879481008516459e-6,****
TFPI,Second,log2rfu,PPROM,sPTD,4,62,5.008542498500551,5.484376644196747e-7,1.0968753288393494e-6,****
SHBG,Second,log2rfu,Control,sPTD,306,62,-5.0732429446977125,3.910926675869079e-7,1.1732780027607236e-6,****
C3,Second,log2rfu,Control,sPTD,306,62,5.0692447623146375,3.9939734094365355e-7,1.1981920228309606e-6,****
PPIB,Third,log2rfu,PPROM,sPTD,4,62,-4.975119068283828,6.520754607657451e-7,1.3041509215314902e-6,****
ARSB,Third,log2rfu,PPROM,sPTD,4,62,4.970309145194742,6.68462330345175e-7,1.33692466069035e-6,****
WNT7A,Third,log2rfu,Control,sPTD,260,62,-5.045897594305266,4.5139714493450985e-7,1.3541914348035295e-6,****
PIGR,Third,log2rfu,Control,sPTD,260,62,-4.98351367860998,6.243989749226828e-7,1.8731969247680484e-6,****
TNFSF15,Third,log2rfu,Control,sPTD,260,62,-4.981129342626405,6.321426911334335e-7,1.8964280734003006e-6,****
LCK,Second,log2rfu,Control,sPTD,306,62,4.975350827793818,6.512957382529619e-7,1.9538872147588857e-6,****
SPINT2,Second,log2rfu,PPROM,sPTD,4,62,4.844120648802301,1.271736422471824e-6,2.543472844943648e-6,****
DHH,Second,log2rfu,Control,sPTD,306,62,4.923663058006997,8.493903764295508e-7,2.5481711292886525e-6,****
ETHE1,Second,log2rfu,Control,sPTD,306,62,-4.907712562795649,9.214476520716894e-7,2.7643429562150684e-6,****
CD48,Second,log2rfu,PPROM,sPTD,4,62,-4.814318279935687,1.477032384514332e-6,2.954064769028664e-6,****
SHBG,Third,log2rfu,PPROM,sPTD,4,62,-4.797317773404501,1.6080438655979528e-6,3.2160877311959057e-6,****
FGF23,Third,log2rfu,PPROM,sPTD,4,62,-4.7906833967299,1.6621422019079243e-6,3.3242844038158485e-6,****
JAG1,Second,log2rfu,Control,sPTD,306,62,4.801584753306898,1.57414857782494e-6,4.72244573347482e-6,****
C5,Third,log2rfu,Control,sPTD,260,62,4.798876660881802,1.5955801035994962e-6,4.786740310798489e-6,****
SBDS,Third,log2rfu,Control,sPTD,260,62,-4.766948911851726,1.8703671187579906e-6,5.611101356273972e-6,****
HIPK3,Third,log2rfu,Control,sPTD,260,62,4.747492357673247,2.0595416952078006e-6,6.178625085623402e-6,****
TSLP,Second,log2rfu,Control,sPTD,306,62,-4.741766876737595,2.118623324626816e-6,6.355869973880448e-6,****
BMPER,Second,log2rfu,PPROM,sPTD,4,62,4.6548392621470205,3.242335505135977e-6,6.484671010271954e-6,****
CRTAM,Third,log2rfu,Control,sPTD,260,62,-4.723518604463383,2.3179874301019836e-6,6.953962290305951e-6,****
MBD4,Second,log2rfu,PPROM,sPTD,4,62,4.625763780325934,3.732204733747112e-6,7.464409467494224e-6,****
GCKR,Third,log2rfu,Control,sPTD,260,62,4.6995075960037775,2.6078952267917e-6,7.8236856803751e-6,****
PPID,Second,log2rfu,PPROM,sPTD,4,62,-4.613261323142866,3.9639940329306224e-06,7.927988065861245e-6,****
MAPK14,Second,log2rfu,Control,sPTD,306,62,-4.678211262764397,2.893883059275009e-6,8.681649177825027e-6,****
C9,Second,log2rfu,PPROM,sPTD,4,62,-4.562960739592384,5.043724917220766e-6,1.0087449834441531e-5,****
CFC1,Second,log2rfu,PPROM,sPTD,4,62,-4.539700354135514,5.633422855197068e-6,1.1266845710394136e-5,****
C6,Second,log2rfu,PPROM,sPTD,4,62,-4.492888828403563,7.026346899508799e-6,1.4052693799017598e-5,****
SHBG,Second,log2rfu,PPROM,sPTD,4,62,-4.491871186539825,7.060012246181661e-6,1.4120024492363323e-5,****
NCAM1,Third,log2rfu,Control,sPTD,260,62,-4.550281693156675,5.357414487200023e-6,1.6072243461600067e-5,****
BPI,Second,log2rfu,PPROM,sPTD,4,62,-4.444478151171452,8.810546080092983e-6,1.7621092160185966e-5,****
MDM2,Second,log2rfu,Control,sPTD,306,62,-4.520501269291197,6.16933751925119e-6,1.850801255775357e-5,****
CKAP2,Third,log2rfu,Control,sPTD,260,62,4.50432734259822,6.658350621371349e-6,1.9975051864114048e-5,****
C9,Third,log2rfu,PPROM,sPTD,4,62,-4.410367753858356,1.031952133596227e-5,2.063904267192454e-5,****
MAPK14,Second,log2rfu,PPROM,sPTD,4,62,-4.403190966985508,1.0667019138642177e-5,2.1334038277284353e-5,****
HIPK3,Third,log2rfu,PPROM,sPTD,4,62,4.402572361265699,1.0697489329352297e-5,2.1394978658704595e-5,****
C6,Third,log2rfu,Control,sPTD,260,62,-4.4809403595718145,7.431487781982007e-6,2.2294463345946023e-5,****
GCKR,Third,log2rfu,PPROM,sPTD,4,62,4.391957358586337,1.1233473438036783e-5,2.2466946876073566e-5,****
FST,Second,log2rfu,PPROM,sPTD,4,62,4.380948223392376,1.1816395024521315e-5,2.363279004904263e-5,****
EPHB2,Second,log2rfu,Control,sPTD,306,62,-4.4662231278195685,7.96125781549086e-6,2.388377344647258e-5,****
ADAM12,Second,log2rfu,PPROM,sPTD,4,62,4.3411148132974855,1.41761619604594e-5,2.83523239209188e-5,****
LRP8,Second,log2rfu,PPROM,sPTD,4,62,-4.302299045066334,1.6903495742407988e-5,3.3806991484815976e-5,****
ERBB4,Second,log2rfu,Control,sPTD,306,62,-4.389384819908233,1.136717647014447e-5,3.410152941043341e-5,****
UFC1,Third,log2rfu,Control,sPTD,260,62,4.3765790912281775,1.2055645849131583e-5,3.6166937547394746e-5,****
SBDS,Second,log2rfu,PPROM,sPTD,4,62,-4.27118827951777,1.944341641788437e-5,3.888683283576874e-5,****
GPNMB,Third,log2rfu,PPROM,sPTD,4,62,-4.22991270830919,2.337820102223037e-5,4.675640204446074e-5,****
PTK6,Second,log2rfu,Control,sPTD,306,62,-4.306661863278149,1.6573666410635268e-5,4.97209992319058e-5,****
MDM2,Second,log2rfu,PPROM,sPTD,4,62,-4.199226462010579,2.678283571827466e-5,5.356567143654932e-5,****
HINT1,Second,log2rfu,PPROM,sPTD,4,62,4.176692963599235,2.957778383687304e-5,5.915556767374608e-5,****
FGR,Third,log2rfu,Control,sPTD,260,62,-4.245151883945976,2.184454034962995e-5,6.553362104888984e-5,****
BCAM,Third,log2rfu,PPROM,sPTD,4,62,-4.149968469380239,3.325210764014658e-5,6.650421528029316e-5,****
GPC5,Second,log2rfu,PPROM,sPTD,4,62,-4.123630209275751,3.72947472883589e-5,7.45894945767178e-5,****
PDE4D,Second,log2rfu,PPROM,sPTD,4,62,4.187741646691249,2.8174397323631788e-5,8.452319197089536e-5,****
DKK3,Second,log2rfu,PPROM,sPTD,4,62,4.092374066318082,4.269791393020301e-5,8.539582786040602e-5,****
CDON,Third,log2rfu,Control,PPROM,260,4,-4.085304033385956,4.4019139032081956e-5,8.803827806416391e-5,****
FYN,Third,log2rfu,Control,PPROM,260,4,4.085304033385956,4.4019139032081956e-5,8.803827806416391e-5,****
JAK2,Third,log2rfu,Control,PPROM,260,4,-4.085304033385956,4.4019139032081956e-5,8.803827806416391e-5,****
PCSK7,Third,log2rfu,Control,PPROM,260,4,-4.0852230400466745,4.403449711283001e-5,8.806899422566002e-5,****
PDPK1,Third,log2rfu,Control,PPROM,260,4,4.085142046707392,4.4049860276037104e-5,8.809972055207421e-5,****
LYVE1,Third,log2rfu,Control,PPROM,260,4,-4.084494099993136,4.417294874004453e-5,8.834589748008906e-5,****
